종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"032960","동일기연","KOSDAQ","중견기업부","12600","-110","-0.87","12600","12670","12440","21182","265881120","50227669800","3986323"
"004890","동일산업","KOSPI",,"43200","0","0.00","43200","43200","43150","29","1252050","104769288000","2425215"
"002690","동일제강","KOSPI",,"1829","0","0.00","1829","1829","1824","226","412504","37129358440","20300360"
"023790","동일철강","KOSDAQ","관리종목(소속부없음)","1006","6","0.60","981","1006","981","577","574359","19830943002","19712667"
"005290","동진쎄미켐","KOSDAQ","우량기업부","48100","900","1.91","47800","49300","47650","759222","36814148550","2473037161400","51414494"
"025900","동화기업","KOSDAQ","중견기업부","20100","830","4.31","19380","20300","19270","100292","1986477390","1016096004000","50552040"
"000020","동화약품","KOSPI",,"8780","10","0.11","8780","8830","8770","6500","57138030","245238306600","27931470"
"000150","두산","KOSPI",,"165500","5500","3.44","159200","166300","157000","37784","6145724200","2734694692500","16523835"
"000157","두산2우B","KOSPI",,"78400","100","0.13","78300","79900","78300","53","4195200","70014179200","893038"
"454910","두산로보틱스","KOSPI",,"72500","-2500","-3.33","73000","73400","71600","189438","13710407100","4699448550000","64819980"
"241560","두산밥캣","KOSPI",,"53700","600","1.13","53200","53900","52900","22423","1198015100","5383380214200","100249166"
"034020","두산에너빌리티","KOSPI",,"17650","300","1.73","17370","17650","17330","1017121","17816206730","11305904226900","640561146"
"000155","두산우","KOSPI",,"73900","1800","2.50","71700","73900","71500","4297","315202900","295338541800","3996462"
"131970","두산테스나","KOSDAQ","우량기업부","48050","-300","-0.62","48200","48200","47700","9627","460807100","817165496300","17006566"
"336260","두산퓨얼셀","KOSPI",,"21100","150","0.72","21250","21300","20850","97615","2055791650","1381917618600","65493726"
"33626K","두산퓨얼셀1우","KOSPI",,"6250","20","0.32","6290","6290","6230","1481","9281080","83526250000","13364200"
"33626L","두산퓨얼셀2우B","KOSPI",,"8970","-50","-0.55","9030","9070","8940","1572","14149210","26787111000","2986300"
"016740","두올","KOSPI",,"3715","-20","-0.54","3735","3745","3710","3715","13823030","122842716200","33066680"
"073190","듀오백","KOSDAQ","중견기업부","2680","-110","-3.94","2790","2790","2665","84647","227587525","32074347200","11968040"
"176750","듀켐바이오","KONEX","일반기업부","7170","-20","-0.28","7190","7190","7170","92","660380","193770827400","27025220"
"030350","드래곤플라이","KOSDAQ","중견기업부","492","13","2.71","479","498","479","83044","40592608","34139374716","69388973"
"203650","드림시큐리티","KOSDAQ","우량기업부","3420","10","0.29","3415","3430","3400","13268","45323000","173071678680","50605754"
"223250","드림씨아이에스","KOSDAQ","벤처기업부","3840","-10","-0.26","3870","3875","3750","109102","414610050","91043635200","23709280"
"060570","드림어스컴퍼니","KOSDAQ","중견기업부","2915","-35","-1.19","2945","2945","2915","5472","16010530","220436885295","75621573"
"362990","드림인사이트","KOSDAQ","벤처기업부","2860","10","0.35","2820","2870","2820","2940","8387195","47167022760","16491966"
"192650","드림텍","KOSPI",,"10170","-40","-0.39","10210","10250","10170","17761","181234340","700431921540","68872362"
"217620","디딤이앤에프","KOSDAQ","관리종목(소속부없음)","381","0","0.00","0","0","0","0","0","22001687010","57747210"
"016670","디모아","KOSDAQ","중견기업부","216","0","0.00","0","0","0","0","0","22001333184","101858024"
"187870","디바이스이엔지","KOSDAQ","우량기업부","17130","-30","-0.17","17110","17200","16970","1904","32474090","120537112170","7036609"
"024090","디씨엠","KOSPI",,"10810","20","0.19","10800","10860","10800","6389","69003320","123234000000","11400000"
"003160","디아이","KOSPI",,"20600","500","2.49","20150","20650","19700","216443","4348681010","582980000000","28300000"
"092200","디아이씨","KOSPI",,"5770","-70","-1.20","5890","5900","5740","76170","441354950","224387043130","38888569"
"110990","디아이티","KOSDAQ","우량기업부","27650","350","1.28","27600","28100","27350","130587","3618227950","522585000000","18900000"
"263690","디알젬","KOSDAQ","우량기업부","10000","90","0.91","10070","10070","9950","87","869480","113256100000","11325610"
"214680","디알텍","KOSDAQ","우량기업부","4260","115","2.77","4190","4400","4130","1565526","6689607750","314077480080","73727108"
"347850","디앤디파마텍","KOSDAQ","기술성장기업부","37500","-1150","-2.98","38300","39000","37150","138183","5220737150","391096200000","10429232"
"377190","디앤디플랫폼리츠","KOSPI",,"3480","0","0.00","3480","3480","3470","1093","3799740","224112000000","64400000"
"263720","디앤씨미디어","KOSDAQ","우량기업부","29650","3100","11.68","30850","30900","29100","531299","16044556250","371350624450","12524473"
"376300","디어유","KOSDAQ","기술성장기업부","27000","-200","-0.74","27200","27300","26900","2668","72237300","640936962000","23738406"
"109740","디에스케이","KOSDAQ","벤처기업부","6060","-20","-0.33","6080","6080","6060","458","2778890","155804963400","25710390"
"196490","디에이테크놀로지","KOSDAQ","관리종목(소속부없음)","203","0","0.00","0","0","0","0","0","34390100080","169409360"
"066900","디에이피","KOSDAQ","우량기업부","2900","-10","-0.34","2910","2910","2900","196","570150","65959058700","22744503"
"127120","디엔에이링크","KOSDAQ","벤처기업부","2865","-35","-1.21","2900","2900","2840","4419","12616785","53536982940","18686556"
"092070","디엔에프","KOSDAQ","우량기업부","22300","50","0.22","22250","22500","22050","12386","275692400","258052433400","11571858"
"039840","디오","KOSDAQ","우량기업부","21200","0","0.00","21050","21200","21000","1378","29112700","336693206000","15881755"
"013570","디와이","KOSPI",,"5830","-40","-0.68","5860","5860","5820","7603","44423300","153443460390","26319633"
"219550","디와이디","KOSDAQ","중견기업부","793","13","1.67","781","798","780","69078","54570392","46605820911","58771527"
"310870","디와이씨","KOSDAQ","벤처기업부","1420","12","0.85","1408","1420","1408","4674","6606539","29375924820","20687271"
"210540","디와이파워","KOSPI",,"13320","10","0.08","13330","13440","13310","5035","67347720","147075550560","11041708"
"104460","디와이피엔에프","KOSDAQ","중견기업부","20950","-50","-0.24","21000","21150","20650","5502","114989500","224450443750","10713625"
"079810","디이엔티","KOSDAQ","중견기업부","12010","-120","-0.99","12130","12130","11980","10381","124860090","264557408940","22028094"
"113810","디젠스","KOSDAQ","중견기업부","997","6","0.61","991","999","990","13501","13411525","32530166847","32628051"
"043360","디지아이","KOSDAQ","벤처기업부","2280","15","0.66","2280","2280","2265","1235","2810845","20520000000","9000000"
"197140","디지캡","KOSDAQ","벤처기업부","4315","40","0.94","4275","4315","4275","1517","6506970","56151759510","13013154"
"068930","디지털대성","KOSDAQ","우량기업부","6960","10","0.14","6880","6960","6880","312","2165350","192620380320","27675342"
"033130","디지틀조선","KOSDAQ","중견기업부","1949","0","0.00","1947","1950","1945","866","1686100","72337655383","37115267"
"105740","디케이락","KOSDAQ","우량기업부","8930","30","0.34","8910","8950","8790","11272","99856500","90697661090","10156513"
"263020","디케이앤디","KOSDAQ","벤처기업부","2925","30","1.04","2910","2930","2910","581","1698405","44079255675","15069831"
"290550","디케이티","KOSDAQ","우량기업부","9650","80","0.84","9570","9750","9560","10151","98197250","182335196350","18894839"
"066670","디티씨","KOSDAQ","우량기업부","4980","-10","-0.20","4975","5000","4955","32216","160256485","93085751640","18691918"
"187220","디티앤씨","KOSDAQ","벤처기업부","4040","-30","-0.74","4055","4070","4015","5660","22857035","47260004840","11698021"
"383930","디티앤씨알오","KOSDAQ","중견기업부","8400","-70","-0.83","8410","8570","8320","108172","911327950","107272300800","12770512"
"163430","디피코","KONEX","일반기업부","4010","0","0.00","0","0","0","0","0","39416507530","9829553"
"131180","딜리","KOSDAQ","벤처기업부","1052","1","0.10","1041","1052","1040","3471","3631782","30876200000","29350000"
"315640","딥노이드","KOSDAQ","기술성장기업부","7710","530","7.38","7190","7860","7150","181417","1374463850","172867976280","22421268"
"223310","딥마인드","KOSDAQ","중견기업부","3050","-65","-2.09","3085","3265","3020","122401","386816715","69660093750","22839375"
"317120","라닉스","KOSDAQ","기술성장기업부","5330","-190","-3.44","5360","5380","5250","98724","522610780","51487800000","9660000"
"042510","라온시큐어","KOSDAQ","벤처기업부","2445","25","1.03","2420","2445","2420","9007","21927620","136983254595","56025871"
"232680","라온테크","KOSDAQ","기술성장기업부","8740","20","0.23","8710","8750","8690","1608","14002030","109549205160","12534234"
"418420","라온텍","KOSDAQ","기술성장기업부","5710","20","0.35","5700","5710","5650","8401","47718840","171919152430","30108433"
"300120","라온피플","KOSDAQ","벤처기업부","6590","-30","-0.45","6570","6620","6550","8243","54159470","137467479080","20860012"
"171120","라이온켐텍","KOSDAQ","중견기업부","2985","-5","-0.17","3005","3005","2980","1050","3135715","107166753600","35901760"
"388790","라이콤","KOSDAQ","벤처기업부","2880","-160","-5.26","2880","2880","2880","312615","900487360","86152118400","29913930"
"347700","라이프시맨틱스","KOSDAQ","기술성장기업부","1896","-10","-0.52","1917","1917","1872","3979","7518669","29699910960","15664510"
"214260","라파스","KOSDAQ","기술성장기업부","13850","70","0.51","13780","13930","13640","252","3469790","120050636600","8667916"
"403360","라피치","KONEX","일반기업부","13990","100","0.72","13990","13990","13990","1","13990","40626960000","2904000"
"115390","락앤락","KOSPI",,"8710","10","0.11","8700","8720","8700","5078","44229600","377373039810","43326411"
"200350","래몽래인","KOSDAQ","기술성장기업부","13130","0","0.00","13250","13250","12990","8522","111182100","129043648890","9828153"
"171010","램테크놀러지","KOSDAQ","벤처기업부","5730","-140","-2.39","5850","5860","5660","96131","551722830","81389240880","14204056"
"084650","랩지노믹스","KOSDAQ","우량기업부","2710","0","0.00","2700","2720","2685","34202","92450485","201190372900","74239990"
"217500","러셀","KOSDAQ","벤처기업부","2940","5","0.17","2940","2950","2835","15663","45474855","93527280000","31812000"
"092590","럭스피아","KONEX","일반기업부","1047","51","5.12","1047","1047","1047","1","1047","7633779606","7291098"
"038390","레드캡투어","KOSDAQ","우량기업부","16170","50","0.31","16120","16210","16100","482","7788540","138891891600","8589480"
"294140","레몬","KOSDAQ","중견기업부","3365","155","4.83","3490","3490","3300","60135","203940705","70665000000","21000000"
"443250","레뷰코퍼레이션","KOSDAQ","벤처기업부","10580","150","1.44","10360","10590","10360","6424","67675990","118277903880","11179386"
"228670","레이","KOSDAQ","중견기업부","13860","-50","-0.36","13920","13960","13750","15717","217430640","211836835980","15284043"
"228850","레이언스","KOSDAQ","우량기업부","8590","10","0.12","8640","8640","8580","254","2183210","142516810260","16591014"
"412350","레이저쎌","KOSDAQ","기술성장기업부","11710","-390","-3.22","11950","12000","11490","315138","3681891110","101952787120","8706472"
"199550","레이저옵텍","KOSDAQ","벤처기업부","10060","20","0.20","10030","10150","10030","14459","145620070","115819099980","11512833"
"281740","레이크머티리얼즈","KOSDAQ","우량기업부","20650","-1650","-7.40","21700","21800","20550","418978","8774196900","1357335816200","65730548"
"277810","레인보우로보틱스","KOSDAQ","기술성장기업부","172300","-2000","-1.15","174000","174000","171900","24798","4276375900","3342595533400","19399858"
"215100","로보로보","KOSDAQ","벤처기업부","4470","0","0.00","4480","4480","4450","2999","13387165","90957589380","20348454"
"090360","로보스타","KOSDAQ","중견기업부","31500","0","0.00","31500","31550","31250","5960","187201350","307125000000","9750000"
"238500","로보쓰리에이아이","KONEX","일반기업부","607","3","0.50","622","622","589","3769","2277186","23110607216","38073488"
"108490","로보티즈","KOSDAQ","기술성장기업부","24200","200","0.83","24000","24300","23850","11607","280139300","315693065600","13045168"
"900260","로스웰","KOSDAQ","외국기업(소속부없음)","798","0","0.00","799","802","788","10908","8661475","28752967824","36031288"
"223220","로지스몬","KONEX","일반기업부","599","0","0.00","0","0","0","0","0","27584654424","46051176"
"067730","로지시스","KOSDAQ","중견기업부","3190","15","0.47","3185","3190","3175","365","1159550","30859811180","9673922"
"071280","로체시스템즈","KOSDAQ","우량기업부","11490","-230","-1.96","11720","11720","11450","7073","81813940","175757968470","15296603"
"032350","롯데관광개발","KOSPI",,"9930","50","0.51","9880","9940","9840","40737","402956760","756525679170","76185869"
"089860","롯데렌탈","KOSPI",,"26950","-100","-0.37","27050","27100","26900","7501","202202900","987287997850","36634063"
"330590","롯데리츠","KOSPI",,"3295","-15","-0.45","3310","3310","3270","10547","34721695","800582472780","242968884"
"000400","롯데손해보험","KOSPI",,"3425","-15","-0.44","3440","3445","3405","64318","219798180","1062901896000","310336320"
"023530","롯데쇼핑","KOSPI",,"71300","0","0.00","71100","71400","70600","4403","313217100","2016988231500","28288755"
"020150","롯데에너지머티리얼즈","KOSPI",,"46750","-1000","-2.09","47700","47700","46450","48342","2266577450","2155681536250","46110835"
"280360","롯데웰푸드","KOSPI",,"141400","600","0.43","140800","142700","140600","775","109312000","1334048763600","9434574"
"286940","롯데이노베이트","KOSPI",,"31600","600","1.94","31000","31700","30900","21436","673797400","486524059600","15396331"
"004000","롯데정밀화학","KOSPI",,"46150","200","0.44","46200","46250","45950","3429","158271550","1190670000000","25800000"
"004990","롯데지주","KOSPI",,"27000","0","0.00","26950","27050","26900","6064","163665350","2832549399000","104909237"
"00499K","롯데지주우","KOSPI",,"35750","250","0.70","35650","35750","35500","6","213600","28800307250","805603"
"005300","롯데칠성","KOSPI",,"129100","700","0.55","129000","129200","128600","1619","208872900","1197903924400","9278884"
"005305","롯데칠성우","KOSPI",,"67700","200","0.30","67900","67900","67700","12","812700","52488487000","775310"
"011170","롯데케미칼","KOSPI",,"110400","-100","-0.09","110900","111000","109300","6793","747348700","4722406257600","42775419"
"071840","롯데하이마트","KOSPI",,"9630","0","0.00","9630","9680","9620","936","9023000","227342266560","23607712"
"328130","루닛","KOSDAQ","기술성장기업부","57900","900","1.58","56500","58000","56400","59221","3399615500","1665192999000","28759810"
"038060","루멘스","KOSDAQ","중견기업부","1170","23","2.01","1144","1188","1120","52211","60529921","56280590730","48103069"
"162120","루켄테크놀러지스","KONEX","일반기업부","4800","60","1.27","4895","4895","4800","27","130715","52751692800","10989936"
"253610","루트락","KONEX","일반기업부","1397","178","14.60","1397","1397","1397","1","1397","14115714085","10104305"
"060240","룽투코리아","KOSDAQ","중견기업부","1597","-3","-0.19","1600","1600","1580","9339","14898686","40610566548","25429284"
"141080","리가켐바이오","KOSDAQ GLOBAL","기술성장기업부","68500","-100","-0.15","67700","68800","67500","44871","3050219500","2477349970500","36165693"
"058470","리노공업","KOSDAQ GLOBAL","우량기업부","296500","2000","0.68","290000","297000","290000","26112","7635118000","4519362705000","15242370"
"016100","리더스코스메틱","KOSDAQ","중견기업부","3715","35","0.95","3690","3765","3690","11185","41503080","70959821210","19100894"
"012700","리드코프","KOSDAQ","우량기업부","5230","0","0.00","5220","5250","5210","2239","11689020","138313286050","26446135"
"302550","리메드","KOSDAQ","기술성장기업부","3050","100","3.39","2950","3060","2950","28992","87778110","93446144000","30638080"
"073570","리튬포어스","KOSDAQ","중견기업부","5120","-40","-0.78","5120","5140","5020","60862","309332450","184171100160","35970918"
"377450","리파인","KOSDAQ","중견기업부","10350","20","0.19","10350","10400","10330","1222","12654550","179365500000","17330000"
"277070","린드먼아시아","KOSDAQ","중견기업부","7140","10","0.14","7250","7250","7110","50161","360191400","97760880000","13692000"
"042500","링네트","KOSDAQ","우량기업부","7220","170","2.41","6860","7230","6840","158535","1110844960","110876659160","15356878"
"193250","링크드","KOSDAQ","중견기업부","735","7","0.96","728","736","728","4733","3461372","46542682095","63323377"
"219420","링크제니시스","KOSDAQ","기술성장기업부","7920","-20","-0.25","7870","7950","7820","20417","161034500","90838495440","11469507"
"439090","마녀공장","KOSDAQ","중견기업부","23050","400","1.77","22350","23250","22300","315780","7194242450","377518893000","16378260"
"027740","마니커","KOSPI",,"1200","-43","-3.46","1210","1217","1194","341665","411453266","76213473600","63511228"
"195500","마니커에프앤지","KOSDAQ","중견기업부","3405","-210","-5.81","3380","3425","3335","492943","1666462355","54234840000","15928000"
"357430","마스턴프리미어리츠","KOSPI",,"2845","0","0.00","2835","2845","2835","288","818455","75620100000","26580000"
"377480","마음AI","KOSDAQ","기술성장기업부","23300","-50","-0.21","23500","23550","23100","9550","222148350","143933023900","6177383"
"305090","마이크로디지탈","KOSDAQ","기술성장기업부","8790","-90","-1.01","8880","8940","8750","19301","170897200","137446276560","15636664"
"448780","마이크로엔엑스","KONEX","일반기업부","2150","-340","-13.65","2550","2550","2150","3","7245","5757012000","2677680"
"098120","마이크로컨텍솔","KOSDAQ","중견기업부","10540","-60","-0.57","10780","10780","10450","4474","47087170","87616553640","8312766"
"424980","마이크로투나노","KOSDAQ","기술성장기업부","18550","-350","-1.85","18590","18740","18290","80309","1484407570","109795409500","5918890"
"038290","마크로젠","KOSDAQ","중견기업부","20950","150","0.72","20850","20950","20750","1273","26587200","227127330000","10841400"
"001080","만호제강","KOSPI",,"47150","0","0.00","0","0","0","0","0","195672500000","4150000"
"267980","매일유업","KOSDAQ GLOBAL","우량기업부","40500","0","0.00","40500","40800","40450","533","21581750","317667339000","7843638"
"005990","매일홀딩스","KOSDAQ","우량기업부","8080","-40","-0.49","8120","8120","8080","450","3653920","110843896320","13718304"
"093520","매커스","KOSDAQ","우량기업부","12450","-40","-0.32","12500","12500","12390","8329","103620250","201230495400","16163092"
"377030","맥스트","KOSDAQ","기술성장기업부","5000","-10","-0.20","5010","5060","4970","3258","16326610","97854410000","19570882"
"088980","맥쿼리인프라","KOSPI",,"12720","10","0.08","12710","12730","12710","58722","746779630","5543138835600","435781355"
"094800","맵스리얼티1","KOSPI",,"4290","-5","-0.12","4280","4290","4255","3876","16545415","398259279990","92834331"
"179720","머니무브","KONEX","일반기업부","7200","200","2.86","7200","7200","7200","2","14400","14825138400","2059047"
"100590","머큐리","KOSDAQ","우량기업부","4970","15","0.30","4965","4970","4930","4095","20278900","78675214310","15830023"
"067280","멀티캠퍼스","KOSDAQ","우량기업부","35100","0","0.00","35100","35100","35100","37","1298700","208029942900","5926779"
"072870","메가스터디","KOSDAQ","우량기업부","11210","-10","-0.09","11250","11260","11170","491","5504730","133633950390","11920959"
"215200","메가스터디교육","KOSDAQ GLOBAL","우량기업부","57600","-600","-1.03","58200","58800","57100","3987","230453000","673601702400","11694474"
"133750","메가엠디","KOSDAQ","중견기업부","2390","5","0.21","2390","2420","2380","11241","26920540","55942914030","23407077"
"446540","메가터치","KOSDAQ","중견기업부","5680","20","0.35","5670","5770","5640","103003","587871450","117979280000","20771000"
"235980","메드팩토","KOSDAQ","기술성장기업부","9210","-120","-1.29","9330","9390","9210","20543","190380980","309278200950","33580695"
"200580","메디쎄이","KONEX","일반기업부","11150","0","0.00","0","0","0","0","0","41545780850","3726079"
"041920","메디아나","KOSDAQ","우량기업부","6340","80","1.28","6260","6360","6260","11366","71845110","117912733820","18598223"
"233250","메디안디노스틱","KONEX","일반기업부","11970","0","0.00","0","0","0","0","0","20906011980","1746534"
"014100","메디앙스","KOSDAQ","중견기업부","3385","75","2.27","3330","3400","3330","8362","28125410","39943000000","11800000"
"236340","메디젠휴먼케어","KONEX","일반기업부","5000","0","0.00","0","0","0","0","0","15344553230","3014647"
"054180","메디콕스","KOSDAQ","투자주의환기종목(소속부없음)","641","11","1.75","630","649","620","28744","18274005","36633898688","57151168"
"086900","메디톡스","KOSDAQ","우량기업부","138700","-700","-0.50","139200","140000","138500","2429","338280000","1012297511600","7298468"
"078160","메디포스트","KOSDAQ","벤처기업부","7380","40","0.54","7340","7390","7270","6714","49325140","252527253300","34217785"
"138040","메리츠금융지주","KOSPI",,"81800","500","0.62","81900","82000","81200","23664","1932238100","15600905325200","190720114"
"408920","메쎄이상","KOSDAQ","벤처기업부","2345","10","0.43","2345","2345","2345","87","204015","101380106975","43232455"
"021880","메이슨캐피탈","KOSDAQ","중견기업부","348","5","1.46","345","349","343","26613","9190005","52960173984","152184408"
"140410","메지온","KOSDAQ","중견기업부","38400","-350","-0.90","38300","38850","38100","7967","306630650","1142577676800","29754627"
"241770","메카로","KOSDAQ","벤처기업부","10290","70","0.68","10300","10380","10190","1289","13203950","104882265600","10192640"
"090370","메타랩스","KOSPI",,"1931","-15","-0.77","1946","1946","1921","1879","3641093","48090954459","24904689"
"059210","메타바이오메드","KOSDAQ","우량기업부","4365","5","0.11","4350","4385","4295","25998","113069885","104159162115","23862351"
"058110","멕아이씨에스","KOSDAQ","기술성장기업부","2735","-10","-0.36","2745","2790","2730","7385","20223700","43898199550","16050530"
"017180","명문제약","KOSPI",,"2115","10","0.48","2120","2120","2100","1441","3028105","71811555210","33953454"
"009900","명신산업","KOSPI",,"15110","-40","-0.26","15150","15190","15030","14077","212317820","792823709630","52470133"
"012690","모나리자","KOSPI",,"4075","55","1.37","4065","4100","3995","133904","542026735","149027864125","36571255"
"005360","모나미","KOSPI",,"2865","80","2.87","2935","2940","2835","298323","863633445","54140784555","18897307"
"434480","모니터랩","KOSDAQ","기술성장기업부","6380","-10","-0.16","6450","6450","6320","47465","303444270","77646514000","12170300"
"080420","모다이노칩","KOSDAQ","중견기업부","2250","5","0.22","2260","2280","2230","2485","5585670","179373649500","79721622"
"417970","모델솔루션","KOSDAQ","중견기업부","14720","50","0.34","14560","14750","14550","3255","47642880","94159424000","6396700"
"080160","모두투어","KOSDAQ","우량기업부","16460","-220","-1.32","16680","16800","16450","22528","372760360","311094000000","18900000"
"087260","모바일어플라이언스","KOSDAQ","벤처기업부","3010","-70","-2.27","3020","3035","2960","262012","785374665","97984111610","32552861"
"101330","모베이스","KOSDAQ","우량기업부","3330","-5","-0.15","3335","3335","3315","5677","18838540","77079606570","23147029"
"012860","모베이스전자","KOSDAQ","우량기업부","1939","5","0.26","1938","1947","1933","41892","81326183","141999673123","73233457"
"363260","모비데이즈","KOSDAQ","벤처기업부","659","0","0.00","0","0","0","0","0","105979620173","160818847"
"348030","모비릭스","KOSDAQ","우량기업부","7700","60","0.79","7640","7700","7640","849","6500390","73949260000","9603800"
"250060","모비스","KOSDAQ","기술성장기업부","3755","-70","-1.83","3770","3835","3710","279877","1053210745","120803284070","32171314"
"288980","모아데이타","KOSDAQ","기술성장기업부","2570","20","0.78","2555","2580","2540","83810","213949005","88810364340","34556562"
"142760","모아라이프플러스","KOSDAQ","기술성장기업부","2445","5","0.20","2440","2535","2385","133660","328479645","92261612895","37734811"
"033200","모아텍","KOSDAQ","중견기업부","4880","60","1.24","4790","4940","4790","8770","42657535","69936182800","14331185"
"333050","모코엠시스","KOSDAQ","벤처기업부","1442","4","0.28","1439","1447","1439","6418","9244707","34976366110","24255455"
"009680","모토닉","KOSPI",,"8300","0","0.00","8330","8340","8300","2666","22146120","273900000000","33000000"
"118990","모트렉스","KOSDAQ","우량기업부","14430","-270","-1.84","14700","14770","14420","84133","1221243670","358758515700","24861990"
"006920","모헨즈","KOSDAQ","벤처기업부","3625","10","0.28","3615","3630","3595","3467","12532180","39585000000","10920000"
"009580","무림P&P","KOSPI",,"3135","5","0.16","3120","3140","3120","4259","13313105","195524695740","62368324"
"001810","무림SP","KOSDAQ","중견기업부","1698","3","0.18","1700","1700","1697","392","665978","37589475000","22137500"
"009200","무림페이퍼","KOSPI",,"2150","0","0.00","2150","2165","2135","27434","58739145","89460016500","41609310"
"322970","무진메디","KONEX","일반기업부","2360","15","0.64","2360","2360","2360","1","2360","23722668080","10051978"
"033920","무학","KOSPI",,"5210","30","0.58","5150","5210","5150","1409","7316670","148485000000","28500000"
"008420","문배철강","KOSPI",,"2895","30","1.05","2865","2915","2865","40941","118443495","59357646975","20503505"
"279600","미디어젠","KOSDAQ","기술성장기업부","12220","-180","-1.45","12460","12460","12210","1166","14262640","57248023820","4684781"
"095500","미래나노텍","KOSDAQ","우량기업부","16370","-110","-0.67","16480","16500","16150","21626","353336510","507633683630","31009999"
"254490","미래반도체","KOSDAQ","중견기업부","18750","-50","-0.27","18730","18800","18630","3810","71273250","270712500000","14438000"
"025560","미래산업","KOSPI",,"2295","-10","-0.43","2315","2320","2275","64985","148706600","69836322150","30429770"
"218150","미래생명자원","KOSDAQ","벤처기업부","5210","-10","-0.19","5170","5290","5110","463356","2411225330","106366328420","20415802"
"007120","미래아이앤지","KOSPI",,"1119","3","0.27","1105","1120","1105","10656","11821123","31201730496","27883584"
"396690","미래에셋글로벌리츠","KOSPI",,"3205","15","0.47","3190","3210","3185","3797","12150170","126937037700","39605940"
"442900","미래에셋드림스팩1호","KOSDAQ","SPAC(소속부없음)","9690","0","0.00","9690","9690","9690","2","19380","74419200000","7680000"
"357250","미래에셋맵스리츠","KOSPI",,"3275","5","0.15","3280","3280","3270","1148","3760070","81858968875","24995105"
"100790","미래에셋벤처투자","KOSDAQ","우량기업부","5730","40","0.70","5700","5790","5670","25570","146902010","304404152820","53124634"
"412930","미래에셋비전스팩1호","KOSDAQ","SPAC(소속부없음)","2260","-5","-0.22","2265","2265","2245","1219","2747335","13957760000","6176000"
"446190","미래에셋비전스팩2호","KOSDAQ","SPAC(소속부없음)","2185","-5","-0.23","2185","2185","2185","3","6555","10815750000","4950000"
"448830","미래에셋비전스팩3호","KOSDAQ","SPAC(소속부없음)","2215","5","0.23","2215","2215","2215","1","2215","10897800000","4920000"
"085620","미래에셋생명","KOSPI",,"5100","-30","-0.58","5180","5180","5040","9024","45835610","902782563900","177016189"
"006800","미래에셋증권","KOSPI",,"7730","-80","-1.02","7840","7850","7700","32853","254448280","4601795833840","595316408"
"00680K","미래에셋증권2우B","KOSPI",,"3630","10","0.28","3625","3635","3625","6696","24286865","508200000000","140000000"
"006805","미래에셋증권우","KOSPI",,"4015","25","0.63","3995","4015","3950","2182","8684315","56514136250","14075750"
"208890","미래엔에듀파트너","KONEX","일반기업부","1199","0","0.00","0","0","0","0","0","4802618480","4005520"
"049950","미래컴퍼니","KOSDAQ","우량기업부","30400","-500","-1.62","30550","30850","30050","20968","635777350","268063673600","8817884"
"207760","미스터블루","KOSDAQ","중견기업부","2945","290","10.92","2760","2995","2730","8356774","24191811180","236586189205","80334869"
"002840","미원상사","KOSPI",,"206000","-500","-0.24","206500","209000","203500","948","196034000","978500000000","4750000"
"268280","미원에스씨","KOSPI",,"139500","300","0.22","139700","139700","139300","25","3485500","697500000000","5000000"
"107590","미원홀딩스","KOSPI",,"80400","300","0.37","80400","80500","80400","25","2010100","186528000000","2320000"
"134380","미원화학","KOSPI",,"72000","-300","-0.41","72000","72000","72000","3","216000","158347296000","2199268"
"351020","미쥬","KONEX","일반기업부","6200","0","0.00","0","0","0","0","0","12865000000","2075000"
"003650","미창석유","KOSPI",,"79000","-600","-0.75","79600","79600","78800","103","8191500","137434088000","1739672"
"059090","미코","KOSDAQ","중견기업부","13370","70","0.53","13740","13850","13200","943078","12756193090","446782321860","33416778"
"214610","미코바이오메드","KOSDAQ","기술성장기업부","1505","-10","-0.66","1519","1520","1500","5141","7761097","65571262225","43568945"
"201490","미투온","KOSDAQ","우량기업부","2670","15","0.56","2660","2675","2655","16214","43187080","83458245900","31257770"
"452200","민테크","KOSDAQ","기술성장기업부","11260","-60","-0.53","11130","11400","10940","760982","8507467330","247104078000","21945300"
"418470","밀리의서재","KOSDAQ","벤처기업부","18560","170","0.92","18490","18580","18300","4185","77227210","157746803840","8499289"
"206640","바디텍메드","KOSDAQ","우량기업부","15630","-90","-0.57","15690","15890","15560","11039","172957840","367094932800","23486560"
"018700","바른손","KOSDAQ","중견기업부","1504","13","0.87","1488","1504","1476","3240","4835370","52820114528","35119757"
"035620","바른손이앤에이","KOSDAQ","중견기업부","567","3","0.53","564","568","564","11264","6375908","42207295725","74439675"
"354390","바스칸바이오제약","KONEX","일반기업부","7380","0","0.00","0","0","0","0","0","51794662860","7018247"
"053030","바이넥스","KOSDAQ","우량기업부","15130","-350","-2.26","15350","15390","15120","129501","1970746030","480544656240","31761048"
"301300","바이브컴퍼니","KOSDAQ","기술성장기업부","6680","70","1.06","6650","6700","6650","5161","34369490","82675166960","12376522"
"377740","바이오노트","KOSPI",,"4090","5","0.12","4135","4135","4090","1702","7013520","417409236320","102056048"
